,country_name,country_code,tree_cover,tree_cover_%_2000,tree_cover_loss_2014,cover_gain,forest_type_nat,forest_type_pri,forest_type_pla,certified_forest,total_economy,percentage_economy,employment,reforestation_rate_10,carbon,GHG_emissions,CBD,KYOTO,UNCCD,ITTA,CITES,RAMSAR,WORLD HERITAGE,NLBI,ILO 169,Agricultural land (% of land area) 2013,Population change 2015 %,GDP per capita (current US$) 2015,GDP growth (annual %) 2015,Food production index 2013,loss_14_%,certified_%,cover_gained_%,loss_quartile,UNFCCC_Annex I Party,UNFCCC_Annex I/II Party,UNFCCC_Non Party,UNFCCC_Non-Annex I Party
91,Italy,ITA,9000000,31.0,14386.0,89811.0,0.92,0.01,0.07,788.0,15.0,0.8,258.0,5.0,641.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,46.3,0.0,29847.0,0.8,94.8,0.159844444444,0.00875555555556,0.9979,2.0,1,0,0,0
92,Jamaica,JAM,745000,,,,0.72,0.26,0.02,0.0,64.1,0.5,2.0,0.0,47.0,7.9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,41.0,0.2,5137.9,0.9,106.1,,0.0,,,0,0,0,1
93,Japan,JPN,26000000,72.0,22316.0,257182.0,0.39,0.2,0.41,421.0,39.0,0.7,375.0,24.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.4,-0.1,32477.2,0.5,97.9,0.0858307692308,0.00161923076923,0.989161538462,2.0,0,1,0,0
94,Jordan,JOR,2000,0.0,0.0,8.0,0.52,,0.48,0.0,129.4,0.5,8.0,,2.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11.9,2.4,4940.0,2.4,136.7,0.0,0.0,0.4,1.0,0,0,0,1
95,Kazakhstan,KAZ,4000000,2.0,488.0,23877.0,0.73,,0.27,0.0,173.2,0.1,11.0,,137.0,0.18,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,80.4,1.5,10508.4,1.2,125.5,0.0122,0.0,0.596925,1.0,0,0,0,1
96,Kenya,KEN,3000000,6.0,12617.0,100418.0,0.95,,0.05,0.0,365.1,1.2,18.0,5.0,634.0,14.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,48.5,2.6,1376.7,5.6,122.9,0.420566666667,0.0,3.34726666667,3.0,0,0,0,1
98,"Korea, Democratic People's Republic of",PRK,5000000,43.0,8424.0,13683.0,0.72,0.14,0.14,0.0,456.0,2.9,14.0,,152.0,16.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.8,0.5,,,102.5,0.16848,0.0,0.27366,2.0,0,0,0,1
99,"Korea, Republic of",KOR,5000000,54.0,9853.0,27177.0,0.14,0.56,0.3,381.0,8.2,0.8,101.0,21.0,419.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.1,0.4,27221.5,2.6,104.0,0.19706,0.00762,0.54354,2.0,0,0,0,1
101,Lao PDR,LAO,19000000,84.0,191031.0,337964.0,0.93,0.06,0.01,154.0,164.2,2.1,8.0,,1064.0,70.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10.1,1.7,1812.3,7.0,152.9,1.00542631579,0.000810526315789,1.77875789474,4.0,0,0,0,1
102,Latvia,LVA,4000000,56.0,26996.0,185696.0,0.81,,0.19,3.0,1.7,6.5,41.0,35.0,285.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,-0.8,13664.9,1.9,120.7,0.6749,7.5e-05,4.6424,4.0,0,1,0,0
103,Lebanon,LBN,65000,6.0,100.0,1772.0,0.92,,0.08,0.0,155.2,0.4,6.0,,2.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,64.3,4.2,8050.8,1.5,96.1,0.153846153846,0.0,2.72615384615,2.0,0,0,0,1
104,Lesotho,LSO,6000,0.0,16.0,205.0,0.65,,0.35,0.0,18.5,0.8,,,3.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,74.2,1.2,,,111.7,0.266666666667,0.0,3.41666666667,3.0,0,0,0,1
105,Liberia,LBR,9000000,98.0,111882.0,108378.0,0.96,0.04,,0.0,159.7,15.2,3.0,30.0,583.0,89.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,28.0,2.4,455.9,0.3,120.3,1.24313333333,0.0,1.2042,4.0,0,0,0,1
106,Libya,LBY,7000,0.0,3.0,410.0,,,1.0,0.0,45.9,0.1,2.0,,6.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.7,0.3,4643.3,-10.2,110.2,0.0428571428571,0.0,5.85714285714,1.0,0,0,0,1
107,Liechtenstein,LIE,9000,,,,0.74,0.22,0.04,0.0,,,,0.0,1.0,,,,,,,,,,,35.0,0.7,,,99.7,,0.0,,,0,0,0,0
108,Lithuania,LTU,2000000,37.0,12710.0,122553.0,0.73,0.01,0.26,1.0,915.8,2.4,29.0,15.0,167.0,19.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,46.1,-0.8,14172.2,1.6,117.1,0.6355,5e-05,6.12765,4.0,0,1,0,0
109,Luxembourg,LUX,100000,39.0,330.0,2700.0,0.67,,0.33,51.0,139.2,0.3,1.0,,9.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50.5,2.4,101450.0,4.8,89.6,0.33,0.051,2.7,3.0,0,1,0,0
110,"Macedonia, Republic of",MKD,790000,,,,0.89,,0.11,0.0,60.9,0.7,7.0,,60.0,0.42,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,50.0,0.1,4852.7,3.7,117.9,,0.0,,,0,0,0,1
111,Madagascar,MDG,17000000,29.0,318464.0,405045.0,0.74,0.24,0.02,1.0,401.5,4.3,45.0,28.0,1606.0,53.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,71.2,2.8,411.8,3.0,120.7,1.87331764706,5.88235294118e-06,2.38261764706,4.0,0,0,0,1
112,Malawi,MWI,2000000,16.0,15899.0,10299.0,0.6,0.27,0.13,0.0,52.5,0.8,3.0,3.0,140.0,37.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,61.4,3.1,381.4,3.0,196.4,0.79495,0.0,0.51495,4.0,0,0,0,1
113,Malaysia,MYS,29000000,90.0,493384.0,2579982.0,0.68,0.23,0.09,5.0,5.7,2.0,210.0,134.0,2787.0,33.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,23.9,1.4,9766.2,5.0,128.1,1.70132413793,1.72413793103e-05,8.89648965517,4.0,0,0,0,1
114,Maldives,MDV,6000,26.0,3.0,5.0,,,,0.0,,,,0.0,,0.17,,,,,,,,,,26.3,2.0,7681.1,1.5,63.5,0.05,0.0,0.0833333333333,1.0,0,0,0,0
115,Mali,MLI,25000,0.0,214.0,5.0,0.97,,0.03,0.0,423.1,4.4,1.0,67.0,106.0,20.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.8,3.0,744.3,7.6,150.7,0.856,0.0,0.02,4.0,0,0,0,1
116,Malta,MLT,124,0.0,0.0,15.0,,,1.0,0.0,,,,0.0,,,,,,,,,,,,32.0,0.9,,,91.6,0.0,0.0,12.0967741935,1.0,0,0,0,0
118,Mauritania,MRT,33,3.0,0.0,0.0,0.88,,0.12,0.0,2.2,0.05,,2010.0,9.0,4.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,38.5,2.4,,,119.9,0.0,0.0,0.0,1.0,0,0,0,1
119,Mauritius,MUS,71000,38.0,531.0,3010.0,0.53,,0.47,0.0,,,,0.0,3.0,,,,,,,,,,,42.4,0.1,9116.8,3.5,93.8,0.747887323944,0.0,4.23943661972,4.0,0,0,0,0
120,Mexico,MEX,53000000,27.0,130716.0,633320.0,0.5,0.5,,713.0,7.0,0.6,43.0,,1993.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.9,1.3,9009.3,2.5,115.0,0.246633962264,0.00134528301887,1.19494339623,3.0,0,0,0,1
121,"Micronesia, Federated States of",FSM,6000,,,,0.03,0.75,0.22,0.0,,,,,20.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,31.4,0.4,,,101.6,,0.0,,,0,0,0,1
122,Moldova,MDA,353000,11.0,189.0,6285.0,1.0,,,0.0,29.1,0.5,6.0,,31.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,74.8,-0.1,1843.2,-0.5,87.8,0.0535410764873,0.0,1.78045325779,1.0,0,0,0,1
125,Montenegro,MNE,626000,,,,0.86,0.13,0.01,0.0,17.9,0.5,2.0,0.0,56.0,4.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,16.6,0.1,6415.0,3.4,95.1,,0.0,,,0,0,0,1
132,Netherlands Antilles,ANT,19000,46.0,22.0,248.0,,,,,,,,,,,,,,,,,,,,54.9,0.4,44433.4,2.0,113.4,0.115789473684,,1.30526315789,2.0,0,0,0,0
133,New Caledonia,NCL,1000000,77.0,1831.0,5724.0,0.47,0.51,0.02,0.0,4.7,0.05,,2010.0,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.8,,,105.3,0.1831,0.0,0.5724,2.0,0,0,1,0
141,Pakistan,PAK,979000,1.0,38.0,850.0,0.75,,0.25,0.0,1.3,0.6,53.0,,174.0,6.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,47.1,2.1,1429.0,5.5,93.8,0.00388151174668,0.0,0.0868232890705,1.0,0,0,0,1
143,Panama,PAN,6000000,77.0,10557.0,32305.0,0.98,,0.02,43.0,92.2,0.3,5.0,,569.0,27.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.4,1.6,13268.1,5.8,116.7,0.17595,0.000716666666667,0.538416666667,2.0,0,0,0,1
144,Papua New Guinea,PNG,42000000,,,,0.48,0.52,,160.0,358.3,2.8,11.0,,6110.0,86.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.6,2.1,,,118.2,,0.000380952380952,,,0,0,0,1
146,Peru,PER,78000000,61.0,183543.0,191016.0,0.09,0.89,0.02,954.0,1.3,0.8,61.0,,8560.0,44.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.3,6121.9,3.3,146.8,0.235311538462,0.00122307692308,0.244892307692,2.0,0,0,0,1
147,Philippines,PHL,18000000,,,,0.74,0.11,0.15,0.0,528.7,0.2,49.0,97.0,676.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41.7,1.6,2899.4,5.8,121.5,,0.0,,,0,0,0,1
148,Poland,POL,10000000,34.0,46340.0,504128.0,,1.0,,14.0,7.1,1.6,251.0,48.0,823.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47.1,0.0,12494.5,3.6,107.5,0.4634,0.00014,5.04128,3.0,0,1,0,0
149,Portugal,PRT,2000000,26.0,48714.0,286549.0,0.71,0.01,0.28,575.0,3.3,1.6,63.0,,102.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39.8,-0.5,19222.9,1.5,104.2,2.4357,0.02875,14.32745,4.0,0,1,0,0
150,Puerto Rico,PRI,524000,59.0,707.0,6411.0,1.0,,,0.0,,,,,,,,,,,,,,,,22.3,-1.7,,,112.0,0.134923664122,0.0,1.22347328244,2.0,0,0,0,0
152,Romania,ROU,8000000,34.0,14444.0,152999.0,0.88,0.04,0.08,2.0,3.1,1.9,112.0,23.0,616.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60.4,-0.4,8972.9,3.7,98.3,0.18055,2.5e-05,1.9124875,2.0,0,1,0,0
153,Russian Federation,RUS,761000000,47.0,3302085.0,16229621.0,0.64,0.33,0.03,38.0,13.1,0.8,600.0,1018.0,32800.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,13.2,0.2,9057.1,-3.7,122.4,0.433913929041,4.99342969777e-06,2.13267030223,3.0,1,0,0,0
154,Rwanda,RWA,497000,21.0,2401.0,7096.0,0.11,0.01,0.88,0.0,147.8,2.5,2.0,,43.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,74.7,2.3,697.3,6.9,172.8,0.483098591549,0.0,1.4277665996,3.0,0,0,0,1
155,Saint Lucia,LCA,51000,84.0,40.0,36.0,,0.84,0.16,0.0,,,,,,,,,,,,,,,,17.4,0.7,7764.3,1.8,71.0,0.078431372549,0.0,0.0705882352941,2.0,0,0,0,0
156,Saint-Martin (French part),MAF,2000,38.0,1.0,35.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.7,,,,0.05,0.0,1.75,1.0,0,0,0,0
157,Saint Vincent and Grenadines,VCT,29000,75.0,10.0,20.0,1.0,,,0.0,,,,,,,,,,,,,,,,25.6,0.1,6864.2,1.5,105.3,0.0344827586207,0.0,0.0689655172414,1.0,0,0,0,0
158,Samoa,WSM,0,0.0,0.0,0.0,0.81,,0.19,0.0,1.8,0.3,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12.4,0.7,3938.5,1.6,110.3,,,,,0,0,0,1
159,San Marino,SMR,829,14.0,0.0,20.0,,,,0.0,,,,0.0,,,,,,,,,,,,16.7,0.6,,,,0.0,0.0,2.41254523522,1.0,0,0,0,0
160,Sao Tome and Principe,STP,14000,89.0,0.0,14.0,0.5,0.5,,0.0,,,,0.0,8.0,,,,,,,,,,,50.7,2.1,,,113.1,0.0,0.0,0.1,1.0,0,0,0,0
161,Saudi Arabia,SAU,6,4.0,0.0,0.0,0.63,0.37,,0.0,2.7,0.4,38.0,,6.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,80.6,2.1,20481.7,3.5,107.9,0.0,0.0,0.0,1.0,0,0,0,1
162,Senegal,SEN,40000,0.0,293.0,214.0,0.75,0.18,0.07,0.0,161.5,1.3,14.0,19.0,348.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,46.3,3.1,910.8,6.5,128.1,0.7325,0.0,0.535,4.0,0,0,0,1
163,Serbia,SRB,3000000,35.0,2843.0,35578.0,0.92,,0.08,1.0,400.6,1.1,36.0,0.0,237.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,58.0,-0.5,5143.9,0.7,108.4,0.0947666666667,3.33333333333e-05,1.18593333333,2.0,0,0,0,1
164,Seychelles,SYC,6000,36.0,2.0,0.0,0.83,0.05,0.12,0.0,0.4,0.04,,,4.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.3,1.6,15476.0,3.5,114.0,0.0333333333333,0.0,0.0,1.0,0,0,0,1
165,Sierra Leone,SLE,6000000,78.0,113303.0,45132.0,0.96,0.03,0.01,0.0,225.1,7.9,1.0,0.0,208.0,50.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,54.7,2.2,693.4,-20.3,172.2,1.88838333333,0.0,0.7522,4.0,0,0,0,1
166,Singapore,SGP,19000,29.0,39.0,1254.0,0.99,0.01,,0.0,,,,,,0.01,,,,,,,,,,0.9,1.2,52888.7,2.0,112.0,0.205263157895,0.0,6.6,2.0,0,0,0,0
167,Slovakia,SVK,2000000,49.0,12763.0,52294.0,0.49,0.01,0.5,1.0,2.0,2.4,62.0,16.0,218.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40.1,0.1,15962.6,3.6,87.0,0.63815,5e-05,2.6147,4.0,1,0,0,0
168,Slovenia,SVN,1000000,65.0,3394.0,3499.0,0.93,0.04,0.03,259.0,788.1,1.8,25.0,0.0,141.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,23.7,0.1,20713.1,2.9,83.1,0.3394,0.0259,0.3499,3.0,1,0,0,0
169,Solomon Islands,SLB,3000000,98.0,11694.0,20261.0,0.48,0.51,0.01,64.0,99.3,11.5,9.0,,179.0,73.1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.9,2.0,1982.3,3.3,117.9,0.3898,0.00213333333333,0.675366666667,3.0,0,0,0,1
170,Somalia,SOM,87000,0.0,103.0,280.0,1.0,,,0.0,24.5,2.6,1.0,,376.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,70.3,2.5,551.9,,117.2,0.118390804598,0.0,0.32183908046,2.0,0,0,0,1
171,South Africa,ZAF,6000000,5.0,58902.0,831386.0,0.71,0.1,0.19,1.0,3.7,1.0,147.0,50.0,807.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,79.8,1.6,5691.7,1.3,122.3,0.9817,1.66666666667e-05,13.8564333333,4.0,0,0,0,1
172,South Sudan,SSD,16000000,,,,,,,0.0,395.4,0.7,23.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.5,730.6,-6.3,,,0.0,,,0,0,0,1
173,Spain,ESP,11000000,22.0,58671.0,448304.0,0.84,,0.16,1.0,9.6,0.7,162.0,8.0,610.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.9,-0.1,25831.6,3.2,108.8,0.533372727273,9.09090909091e-06,4.07549090909,4.0,0,1,0,0
174,Sri Lanka,LKA,3000000,,,,0.82,0.08,0.1,37.0,,,,0.0,72.0,14.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.7,0.9,3926.2,4.8,141.5,,0.00123333333333,,,0,0,0,1
175,Sudan,SDN,247000,,,,0.61,0.07,0.32,0.0,117.2,0.2,5.0,5940.0,153.0,16.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,45.8,2.2,2089.4,3.4,115.4,,0.0,,,0,0,0,1
176,Suriname *,SUR,14000000,97.0,12699.0,7026.0,0.08,0.91,0.01,113.0,79.3,2.0,9.0,,1931.0,58.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.9,8983.6,1.5,154.5,0.0907071428571,0.000807142857143,0.0501857142857,2.0,0,0,0,1
177,Swaziland,SWZ,467000,27.0,3923.0,60297.0,0.77,,0.23,111.0,64.5,2.0,6.0,,22.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,71.0,1.4,3154.8,1.7,112.5,0.840042826552,0.0237687366167,12.9115631692,4.0,0,0,0,1
178,Sweden,SWE,28000000,67.0,200260.0,1528094.0,0.42,0.09,0.49,21.0,13.0,3.0,100.0,172.0,1114.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.5,1.1,50272.9,4.1,93.4,0.715214285714,7.5e-05,5.45747857143,4.0,0,1,0,0
179,Switzerland,CHE,2000000,39.0,833.0,10326.0,0.83,0.03,0.14,766.0,5.2,0.8,48.0,,152.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,38.6,1.2,80214.7,0.9,101.1,0.04165,0.0383,0.5163,1.0,0,1,0,0
180,Syrian Arab Republic (Syria),SYR,106000,1.0,626.0,1573.0,0.4,,0.6,0.0,252.7,0.4,30.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,75.8,-1.4,,,82.4,0.590566037736,0.0,1.48396226415,4.0,0,0,0,1
181,Tajikistan,TJK,60000,0.0,0.0,142.0,0.03,0.72,0.25,0.0,5.2,0.09,2.0,0.0,3.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,34.8,2.2,925.9,4.2,155.7,0.0,0.0,0.236666666667,1.0,0,0,0,1
182,"Tanzania *, United Republic of",TZA,26000000,30.0,161898.0,304101.0,0.99,,0.01,131.0,612.9,2.7,7.0,27.0,5438.0,59.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,44.8,3.1,864.9,7.0,154.3,0.622684615385,0.000503846153846,1.16961923077,4.0,0,0,0,1
183,Thailand,THA,20000000,39.0,102205.0,499182.0,0.35,0.41,0.24,25.0,3.2,0.9,235.0,0.0,863.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,43.3,0.3,5816.4,2.8,128.5,0.511025,0.000125,2.49591,3.0,0,0,0,1
184,Timor-Leste,TLS,726000,49.0,1417.0,6124.0,0.94,,0.06,0.0,4.3,0.07,,2010.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.6,2.7,1134.4,4.3,120.9,0.195179063361,0.0,0.843526170799,2.0,0,0,0,1
185,Togo,TGO,559000,10.0,1992.0,2360.0,0.76,,0.24,0.0,52.6,1.6,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70.2,2.6,548.0,5.5,124.6,0.356350626118,0.0,0.422182468694,3.0,0,0,0,1
187,Trinidad and Tobago,TTO,392000,76.0,1348.0,1600.0,0.69,0.27,0.04,0.0,86.9,0.4,4.0,,19.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.5,0.4,20444.1,1.0,96.4,0.34387755102,0.0,0.408163265306,3.0,0,0,0,1
188,Tunisia,TUN,224000,1.0,1806.0,11495.0,0.3,,0.7,0.0,336.6,0.8,23.0,1.0,9.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,64.0,1.0,3872.5,0.8,118.8,0.80625,0.0,5.13169642857,4.0,0,0,0,1
189,Turkey,TUR,10000000,13.0,17808.0,178374.0,0.63,0.08,0.29,2.0,5.6,0.8,152.0,45.0,808.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,49.9,1.5,9130.0,4.0,129.8,0.17808,2e-05,1.78374,2.0,1,0,0,0
190,Turkmenistan,TKM,10000,0.0,0.0,278.0,0.97,0.03,,0.0,1.1,0.0,9.0,,12.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,72.0,1.2,6947.8,6.5,124.4,0.0,0.0,2.78,1.0,0,0,0,1
193,Uganda,UGA,8000000,38.0,38738.0,68454.0,0.97,,0.03,40.0,589.9,3.4,12.0,,76.0,37.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,71.9,3.3,675.6,5.0,112.5,0.484225,0.0005,0.855675,3.0,0,0,0,1
194,Ukraine,UKR,11000000,,,,0.49,0.01,0.5,1.0,1.5,1.0,142.0,39.0,783.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,71.2,-0.4,2115.0,-9.9,138.4,,9.09090909091e-06,,,1,0,0,0
195,United Arab Emirates,ARE,0,0.0,0.0,0.0,,,1.0,0.0,479.8,0.1,7.0,,16.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.6,0.8,40438.4,3.2,68.2,,,,,0,0,0,1
196,United Kingdom,GBR,3000000,,,,0.23,,0.77,2.0,9.5,0.4,134.0,14.0,237.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,71.3,0.8,43734.0,2.3,100.2,,6.66666666667e-05,,,0,1,0,0
197,United States of America,USA,279000000,30.0,1479837.0,13807357.0,0.67,0.24,0.09,49.0,95.0,0.6,827.0,2900.0,17330.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,44.3,0.8,55836.8,2.4,113.2,0.530407526882,1.75627240143e-05,4.9488734767,3.0,0,1,0,0
198,Uruguay,URY,2000000,10.0,23180.0,498518.0,0.25,0.17,0.58,925.0,730.1,1.8,17.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,82.1,0.4,15573.9,1.0,130.1,1.159,0.04625,24.9259,4.0,0,0,0,1
199,Uzbekistan,UZB,106000,0.0,82.0,520.0,0.73,0.02,0.25,0.0,13.8,0.03,7.0,12.0,42.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,62.9,1.7,2132.1,8.0,163.3,0.077358490566,0.0,0.490566037736,2.0,0,0,0,1
200,Vanuatu,VUT,1000000,98.0,578.0,1370.0,,,,0.0,10.7,1.6,1.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,15.3,2.2,,,138.0,0.0578,0.0,0.137,1.0,0,0,0,1
201,Venezuela (Bolivarian Republic of),VEN,57000000,63.0,80245.0,191091.0,0.01,0.98,0.01,0.0,1.4,0.5,56.0,4.0,,28.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24.5,1.3,,-5.7,131.2,0.140780701754,0.0,0.335247368421,2.0,0,0,0,1
202,Viet Nam,VNM,17000000,51.0,163922.0,564188.0,0.75,0.01,0.24,136.0,2.4,1.7,251.0,37.0,1025.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.1,1.1,2111.1,6.7,133.7,0.964247058824,0.0008,3.31875294118,4.0,0,0,0,1
203,Yemen,YEM,126,0.0,0.0,4.0,1.0,,,0.0,141.0,0.5,19.0,,5.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,44.6,2.4,,,138.4,0.0,0.0,3.1746031746,1.0,0,0,0,1
204,Zambia,ZMB,24000000,33.0,93579.0,18097.0,1.0,,,0.0,1.2,6.2,5.0,1.0,2375.0,61.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,31.9,3.1,1307.8,3.2,184.4,0.3899125,0.0,0.0754041666667,3.0,0,0,0,1
205,Zimbabwe,ZWE,1000000,4.0,8188.0,48566.0,0.94,0.06,,0.0,266.5,3.4,9.0,6.0,442.0,59.9,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,41.9,2.3,,1.1,98.0,0.8188,0.0,4.8566,4.0,0,0,0,1
